,name,PAN,Carb. Acid,Ester,Ether,Per. Acid,Hydro peroxide,Nitrate,Aldehyde,Ketone,Alcohol,Criegee,Alkoxy rad,Peroxalkyl rad,Peroxyacyl rad,nogroups,smiles
1462,C42CO3H,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,OCC(C)C(O)C(=O)OO
1463,C2OHOCOOH,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,OCC(O)C(=O)OO
1464,TMBPAN,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,O=N(=O)OOC(=O)c1cc(C)cc(C)c1
1465,C58NO3,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,O=CC(O)C(C)(CO)ON(=O)=O
1466,BCALOOH,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,O=CCCC(CO)(OO)C1CC(C)(C)C1CCC(=O)C
1467,BUT2CO2H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(CC)C(=O)O
1468,BCALOOA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,O=CCCC(=[O+][O-])C1CC(C)(C)C1CCC(=O)C
1469,C1010O2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,O=CCCC(=C)C(=O)CC(C)(C)O[O]
1470,C126PAN,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,O=CCC1C(CC1(C)C)C(=C)CCC(=O)OO[N+](=O)[O-]
1471,C810OOH,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,O=CCC(CC=O)C(C)(C)OO
1472,C622OH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,OCC(CO)C(=C)C
1473,C527OOH,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,OOC(C(OO)(CO)C)C=O
1474,CONM2CO3H,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,OOC(=O)C(C)(C=O)ON(=O)=O
1475,NC4H9CHOOA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[O-][O+]=CCCCC
1476,C3COCCO3H,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,CCCC(=O)CC(=O)OO
1477,HOCH2CHO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,OCC=O
1478,C1010OH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,O=CCCC(=C)C(=O)CC(C)(C)O
1479,HO24C5O2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,[O]OCC(O)CC(C)O
1480,C1H4C5CO2H,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,O=CCCC(O)CC(=O)O
1481,ETHACETO2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,CC(OC(=O)C)O[O]
1482,IEPOXC,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,CC1(CO1)C(O)CO
1483,IEPOXB,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,OCC1OC1(C)CO
1484,IEPOXA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,CC(O)(CO)C1CO1
1485,APINCOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OOC(C)(C)C1CC=C(C)C(O)C1
1486,IPRACOOH,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,OOC(C)(C)OC(=O)C
1487,CO2N3CO3,1,1,1,0,0,0,1,0,2,0,0,0,1,0,0,[O]OC(=O)C(ON(=O)=O)C(=O)C
1488,C713OH,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,CC(=O)CC(C)(O)C(=O)C
1489,C512OH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,OCCC(=O)CC=O
1490,C7M15CO2O,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,O=CC([O])C=CC(=O)C(C)C
1491,IPRACBPAN,1,1,1,1,0,1,0,0,2,1,0,0,0,0,0,O=N(=O)OOC(=O)C(C)OC(=O)C
1492,MACO2H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(=C)C(=O)O
1493,C122O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,CCCCCCCC(O)CC(=O)C(C)[O]
1494,NC91CO3,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,[O]OC(=O)C1(CCC2CC1C2(C)C)ON(=O)=O
1495,M2PEBO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CC(C)CC(C)[O]
1496,CO123C5CHO,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,O=CCCC(=O)C(=O)C=O
1497,C730O,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,OCCC(C=O)C(C)([O])CO
1498,HO2C4CO2H,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CC(O)CCC(=O)O
1499,TMB1FUOOH,0,1,1,1,0,1,0,0,1,2,0,0,0,0,0,OOC1(C)C(C)OC(=O)C1O
1500,IPRCHOO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[O-][O+]CC(C)C
1501,C512CO2H,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,O=CCC(=O)CCC(=O)O
1502,CH2OHCL2O2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OCC(Cl)(Cl)O[O]
1503,CO23C54O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,CC([O])C(=O)C(=O)C
1504,HM2C43NO3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,OCC(C)C(C)ON(=O)=O
1505,INB1NACHO,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,O=CC(ON(=O)=O)C(C)(CO)ON(=O)=O
1506,M33C4O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CCC(C)(C)C[O]
1507,ETHACETOH,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,CC(O)OC(=O)C
1508,PRCOOETOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCCC(=O)OCCO
1509,ISOPANO3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,OCC(=CCON(=O)=O)C
1510,PBZQO2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,[O]OC1C(=O)C=CC(=O)C1O
1511,BOXPROLAO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,CCCC([O])OCC(C)O
1512,EPXDLPAN,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,O=CC1OC1C(=O)OON(=O)=O
1513,C921O,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,OCC(=O)C1([O])CC(CO)C1(C)C
1514,PBNZOHNO2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCCc1cccc(N(=O)=O)c1O
1515,C23O3MCOOH,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,CC(OC(=O)C(=O)C)OO
1516,C923PAN,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,CC(=O)CCC(CC(=O)OO[N+](=O)[O-])C(=C)C
1517,C64OH5O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,CCCC(O)C(C)[O]
1518,C88CO2H,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,OC(=O)C1C(=O)CCC(=O)C1(C)C
1519,CCL3CO3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,[O]OC(=O)C(Cl)(Cl)Cl
1520,C6OTRIKET,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,CC(=O)COC(=O)C(=O)C
1521,C928CO3,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,[O]OC(=O)CC(C)(C)C(=O)CCC(=O)C
1522,HO3C86O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,CCC(O)CCC([O])CC
1523,HM33C3CO2H,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,OCCC(C)(C)C(=O)O
1524,HO1C6O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,OCCCC([O])CC
1525,NOXYOL1OOH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOc1c(ccc(C)c1C)N(=O)=O
1526,NPTLQO2,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,[O]OC1C(=O)C=C(C)C(=O)C1ON(=O)=O
1527,NC4H9CHOO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[O-][O+]=CCCCC
1528,NDEMPHOLO,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,CCC12OOC(CC)(C2ON(=O)=O)C(O)([O])C(=C1)C
1529,OXYBIPERO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]OC1(C)C=CC2OOC1(C)C2O
1530,NPXYOLOOH,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,OOC1(O)C=C(C)C2OOC1(C)C2ON(=O)=O
1531,PHCOOH,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,OC(=O)c1ccccc1
1532,C112OOH,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,CCCCCCC(O)CC(=O)C(C)OO
1533,C5NO3COAO2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,[O]OC(C)CC(=O)CON(=O)=O
1534,THEX2ENE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCC\C=C\C
1535,C6DCARBBO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,CCC(=O)C=CC(=O)[O]
1536,H1C23C4PAN,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,OCC(=O)C(=O)CC(=O)OON(=O)=O
1537,NBUACBNO3,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,CCC(COC(=O)C)ON(=O)=O
1538,IBUTALOH,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O=CC(C)(C)O
1539,IPBZMUCPAN,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,O=N(=O)OOC(=O)C1OC1C=CC(=O)C(C)C
1540,CH3CO3H,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CC(=O)OO
1541,PBZQOH,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,O=C1C=CC(=O)C(O)C1O
1542,INANO3,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,OCC(C)(ON(=O)=O)C(O)CON(=O)=O
1543,C610OH,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,OCC(O)C(C)C(=O)C
1544,M23C43O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CC(C)C(C)(C)[O]
1545,DMEBMUCO3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,CCC(=O)C=C(C)C1OC1(C)C(=O)O[O]
1546,DMEBMUCO2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,CCC(=O)C(O)C(C)(O[O])C1OC1(C)C=O
1547,APINBOO,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,[O-][O+]=CCC1CC(C(=O)C)C1(C)C
1548,M2BU2OLOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OOC(C)C(C)(C)O
1549,CO235C6O2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,CC(=O)C(=O)CC(=O)CO[O]
1550,ETOLOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOC(C)c1ccccc1C
1551,IPBENZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)c1ccccc1[O]
1552,PXYMUCCO,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,O=CC1OC1(C)C(O)C(=O)C(=O)C
1553,TM135OBPOH,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,CC1=CC2(C)OOC(C)(C1=O)C2O
1554,M2HEXBOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CCCCC(C)(C)OO
1555,LMKBCO,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,CC(=O)C1CCC(C)(O)C(=O)C1
1556,C520O2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,OCC(O[O])(C=O)C(=O)C
1557,APINBO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]OC1CC2CC(C1(C)O)C2(C)C
1558,C521O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,OCCC(=O)C(=O)C[O]
1559,C7CO2M5O2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,[O]OC(C)(C=CC(=O)C)C(=O)C
1560,MPRNO3CO2H,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,O=N(=O)OC(C)(C)C(=O)O
1561,C4OHCHO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,CCCC(O)C=O
1562,C610O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,OCC(O[O])C(C)C(=O)C
1563,C141NO3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,CC(=O)CCC1C(CC1(C)C)C(=C)CCO[N+](=O)[O-]
1564,T123CATECH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Cc1cc(O)c(O)c(C)c1C
1565,PEN2ONE1O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,CCCC(=O)C[O]
1566,APINANO3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O=N(=O)OC1(C)C(O)CC2CC1C2(C)C
1567,C515CO,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,O=CCC(=O)C(=O)C=O
1568,HMACRO2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,OCC(CO)(O[O])C=O
1569,IPCATECHOL,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Oc1cccc(C(C)C)c1O
1570,PRCOFORM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CCCC(=O)OC=O
1571,LMLKACO,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,O=CCC(CC(=O)C(=O)C)C(=O)C
1572,EBENZOL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCc1ccccc1O
1573,C811PAN,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,O=N(=O)OOC(=O)CC1CC(C(=O)O)C1(C)C
1574,ALLYLOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OCC=C
1575,C87OOH,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,OOCC(=O)C(C=O)C(C)(C)C=O
1576,C729PAN,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,O=CCC(CC(=O)OO[N+](=O)[O-])C(=C)C
1577,C141CO3H,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,OOC(=O)CCC(=C)C1CC(C)(C)C1CCC(=O)C
1578,NLMKAO2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,[O]OC1(C)CCC(CC1O[N+](=O)[O-])C(=O)C
1579,C926O2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,O=CCC(O[O])(CCC(=O)C)C(=O)C
1580,CHCL2CHOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OCC(Cl)Cl
1581,OETLMUCO2H,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,O=CC=CC1(C)OC1(CC)C(=O)O
1582,EBENZO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]Oc1ccccc1CC
1583,C719NO3,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,O=C1CC(O)C(C)(ON(=O)=O)C(O)C1
1584,C127NO3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,OCCC(=C)C1(O[N+](=O)[O-])CC(C)(C)C1CC=O
1585,C4NO32M1O,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,CCC(C)(C[O])ON(=O)=O
1586,IPROPOLO2H,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OOCC(C)O
1587,ETOC2O2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,CCOCCO[O]
1588,EPXEKTCO3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CCC1(OC1C(=O)C)C(=O)O[O]
1589,HMACROH,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,OCC(O)(CO)C=O
1590,EIPKBO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[O]CC(C)C(=O)CC
1591,NC8H18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCC
1592,H1C23C4CHO,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,OCC(=O)C(=O)CC=O
1593,LMKAOOH,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,OOC1(C)CCC(CC1O)C(=O)C
1594,C929O2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,[O]OC(CC(=O)C)C(=O)C(C)(C)CO
1595,C6H5CH2CHO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O=CCc1ccccc1
1596,PROPGLY,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,OCC(C)O
1597,CO2C54CO3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CC(CC(=O)C)C(=O)O[O]
1598,C6H5C2H4O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[O]CCc1ccccc1
1599,IEC2OOH,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,OCC(=O)C(C)(OO)C=O
1600,TM135BZOL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cc1cc(C)c(O)c(C)c1
1601,OXYLOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OCc1ccccc1C
1602,OXYLOL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cc1c(C)cccc1O
1603,SBUACAOH,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,CCC(C)(O)OC(=O)C
1604,C524OH,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,OCC(=C)C(O)CO
1605,OXYFUONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC1=C(C)C(=O)OC1
1606,CO23C4CO3,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,[O]OC(=O)CC(=O)C(=O)C
1607,C524O2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,OCC(=C)C(CO)O[O]
1608,SC4H9O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CCC(C)[O]
1609,OXYLO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]OCc1ccccc1C
1610,CCL2OHCOCL,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,ClC(=O)C(O)(Cl)Cl
1611,C72O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,CCC(=O)CC([O])C(C)O
1612,C621OOH,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,OCC(OO)CC(=O)C(=O)CO
1613,TM124BO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]OCc1ccc(C)c(C)c1
1614,CO1M22CO2H,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,O=CC(C)(C)C(=O)O
1615,LMKBOOH,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,OOC1CC(CCC1(C)O)C(=O)C
1616,C96OOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,OOCC1CC(C(=O)C)C1(C)C
1617,HOCHOCOOH,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,OCC(OO)C=O
1618,PETLMUCPAN,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,CCC(=O)C=CC1(C)OC1C(=O)OON(=O)=O
1619,HEX3ONAO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,CCC(=O)CC(C)[O]
1620,C617O,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,[O]CC(=O)C(C)(C)C=O
1621,CHOC3COOOH,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,OOC(=O)CC(=O)CC=O
1622,PACLOOA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,[O-][O+]=C(COO)C
1623,C52OH3OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CCC(OO)C(C)O
1624,MMALNBCO2H,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,O=CC(O)C(C)(ON(=O)=O)C(=O)O
1625,C94O,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,CCCC(=O)C([O])CC(=O)CC
1626,NMBOBCO,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,O=CC(ON(=O)=O)C(C)(C)O
1627,C56NO3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,OCC(C)C(O)ON(=O)=O
1628,DNOETOLOOH,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,CCC12OOC(N(=O)=O)(C2O)C(O)(OO)C(=C1C)N(=O)=O
1629,MACROHO,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,CC(O)(C[O])C=O
1630,EBZBPERNO3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,CCC12C=CC(ON(=O)=O)C(OO1)C2O
1631,C620OOH,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,O=CCC(=O)C(OO)CC=O
1632,NBUTOLBOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OCCC(C)OO
1633,MIPKBOOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CC(COO)C(=O)C
1634,C624CO3H,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,OCCC(C(=C)C)C(=O)OO
1635,C97OOH,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,OCC1CC(OO)(C(=O)C)C1(C)C
1636,PBZQOOH,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,OOC1C(=O)C=CC(=O)C1O
1637,NPPRBQO,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,CCCC1=CC(=O)C([O])C(ON(=O)=O)C1=O
1638,CH3COCH2O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,CC(=O)CO[O]
1639,DM124OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOc1ccc(C)c(C)c1
1640,ISOPAOH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,OCC=C(C)CO
1641,C5DCO2CO3H,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,OOC(=O)C=C(C)C(=O)C=O
1642,PAN,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CC(=O)OON(=O)=O
1643,C77OH,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,CC(=O)CC(O)C(C)(C)O
1644,OXNCATECH,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Cc1cc(N(=O)=O)c(O)c(O)c1C
1645,OXNCATECO,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,CC1=C(O)C([O])(O)C2(OOC1(C)C2O)N(=O)=O
1646,DETLMUO3H,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,CCC(=O)C=C(C)C1OC1(CC)C(=O)OO
1647,C77O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,[O]OC(CC(=O)C)C(C)(C)O
1648,EBZMUCCO,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,CCC(=O)C(=O)C(O)C1OC1C=O
1649,MPRKBOOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CC(CC(=O)C)OO
1650,BCKSOZ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O=C1CCC2OOC(C)(CCC3C1CC3(C)C)O2
1651,PCATECOOA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,[O-][O+]=C(O)C(=C/C=C/C(=O)O)CCC
1652,LIMAO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]OC1(C)CCC(CC1O)C(=C)C
1653,C733OH,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,CC(=O)C(CCO)C(O)C=O
1654,CCL3CH2OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OCC(Cl)(Cl)Cl
1655,M22C4OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOCCC(C)(C)C
1656,NPETLQO,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,CCC1=CC(=O)C(C)([O])C(ON(=O)=O)C1=O
1657,EPXMEDLPAN,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,CCC1(C=O)OC1(C)C(=O)OON(=O)=O
1658,HMACO3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,OCC(=C)C(=O)O[O]
1659,C42OOH,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,OOC(CON(=O)=O)C(O)C=O
1660,CH3CHOHCO3,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,[O]OC(=O)C(C)O
1661,CO3C85OOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CCCC(OO)CC(=O)CC
1662,ETBEBOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CC(O)OC(C)(C)C
1663,C520OH,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,OCC(O)(C=O)C(=O)C
1664,MEMOXYCHO,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,COCC=O
1665,HO24C4CHO,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,CC(O)CC(O)C=O
1666,HOC3H6CO3H,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,OCCCC(=O)OO
1667,NIPBFUONE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O=N(=O)OC1C(=O)OC(C(C)C)C1=O
1668,OCTOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CCCCCC(CC)OO
1669,C6DIALO,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,O=CCCC([O])CC=O
1670,MACRNOOA,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,[O-][O+]=CC(C)(CO)ON(=O)=O
1671,MCOOTBOOH,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,OOCC(C)(C)OC(=O)C
1672,LIMAOH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,CC(=C)C1CCC(C)(O)C(O)C1
1673,CCL3CH2O2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]OCC(Cl)(Cl)Cl
1674,EBZPOXMUC,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,CCC(=O)C=CC1OC1C=O
1675,TM123OBPOH,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,O=C1C=CC2(C)OOC1(C)C2(C)O
1676,MIBKAOHBO,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,CC(O)(CC(=O)C)C[O]
1677,CO3C4CHO,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,CCC(=O)CC=O
1678,C52OH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,OCCC(C)CO
1679,DIETETHER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CCOCC
1680,C43NO3PAN,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,CCC(C)(ON(=O)=O)C(=O)OON(=O)=O
1681,NOPINCOH,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O=C1CCC2(O)CC1C2(C)C
1682,C829O2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,OCCC(=O)C(=O)CC(C)(C)O[O]
1683,BUT2OLOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OOC(C)C(C)O
1684,C74O,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,CC(=O)CC(=O)C(=O)C(C)[O]
1685,IPROACETO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CC(=O)OC(C)(C)[O]
1686,NOPINCO2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,[O]OC12CCC(=O)C(C1)C2(C)C
1687,C829OH,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,OCCC(=O)C(=O)CC(C)(C)O
